"symbol","total","updated_at","dataset_id","admission_year","voted_no","voted_yes","id","created_date","updated_date","created_by_id","created_by","is_sample"
"Σ","39","2026-07-31T22:08:01.982Z","6a6d07bccfd16055e17fd2a3","2021","39","0","6a6d1cea8bc8ea615ae2994a","2026-07-31T22:08:42.295000","2026-07-31T22:08:42.295000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Π","18","2026-07-31T22:08:01.982Z","6a6d07bccfd16055e17fd2a3","2020","18","0","6a6d1ceacc878de96c1706a7","2026-07-31T22:08:42.096000","2026-07-31T22:08:42.096000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"'-","6","2026-07-31T22:08:01.982Z","6a6d07bccfd16055e17fd2a3","202209","6","0","6a6d1ce90da9844ab0c338aa","2026-07-31T22:08:41.797000","2026-07-31T22:08:41.797000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Π","49","2026-07-31T22:08:01.982Z","6a6d07bccfd16055e17fd2a3","202509","49","0","6a6d1ce9601a7b44ebe050cf","2026-07-31T22:08:41.530000","2026-07-31T22:08:41.530000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"'-","5","2026-07-31T22:08:01.982Z","6a6d07bccfd16055e17fd2a3","202009","5","0","6a6d1ce907365cfd5ea10deb","2026-07-31T22:08:41.330000","2026-07-31T22:08:41.330000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Π","35","2026-07-31T22:08:01.982Z","6a6d07bccfd16055e17fd2a3","202309","35","0","6a6d1ce9ccd2b69af1dcd962","2026-07-31T22:08:41.001000","2026-07-31T22:08:41.001000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Χ","16","2026-07-31T22:08:01.982Z","6a6d07bccfd16055e17fd2a3","202209","16","0","6a6d1ce8497909ab358d543b","2026-07-31T22:08:40.786000","2026-07-31T22:08:40.786000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Π","2","2026-07-31T22:08:01.982Z","6a6d07bccfd16055e17fd2a3","201909","2","0","6a6d1ce85ba477014a5bd1ae","2026-07-31T22:08:40.579000","2026-07-31T22:08:40.579000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"'-","8","2026-07-31T22:08:01.982Z","6a6d07bccfd16055e17fd2a3","202509","8","0","6a6d1ce8092ee9380effeb7a","2026-07-31T22:08:40.369000","2026-07-31T22:08:40.369000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Σ","10","2026-07-31T22:08:01.982Z","6a6d07bccfd16055e17fd2a3","202309","10","0","6a6d1ce82b73262705ed3df8","2026-07-31T22:08:40.143000","2026-07-31T22:08:40.143000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Χ","3","2026-07-31T22:08:01.982Z","6a6d07bccfd16055e17fd2a3","2022","3","0","6a6d1ce704713db8a09066bf","2026-07-31T22:08:39.941000","2026-07-31T22:08:39.941000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"'-","6","2026-07-31T22:08:01.982Z","6a6d07bccfd16055e17fd2a3","202409","6","0","6a6d1ce76dcedbe06d1c218b","2026-07-31T22:08:39.723000","2026-07-31T22:08:39.723000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Π","18","2026-07-31T22:08:01.982Z","6a6d07bccfd16055e17fd2a3","202209","18","0","6a6d1ce7380b8630d1181e51","2026-07-31T22:08:39.531000","2026-07-31T22:08:39.531000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Π","2","2026-07-31T22:08:01.982Z","6a6d07bccfd16055e17fd2a3","202301","2","0","6a6d1ce7df5c9366bac86ba9","2026-07-31T22:08:39.338000","2026-07-31T22:08:39.338000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Π","25","2026-07-31T22:08:01.982Z","6a6d07bccfd16055e17fd2a3","202409","25","0","6a6d1ce70e1f844b3f645ed3","2026-07-31T22:08:39.074000","2026-07-31T22:08:39.074000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Π","15","2026-07-31T22:08:01.982Z","6a6d07bccfd16055e17fd2a3","2021","15","0","6a6d1ce6fb59fcad6dde5f33","2026-07-31T22:08:38.822000","2026-07-31T22:08:38.822000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Σ","14","2026-07-31T22:08:01.982Z","6a6d07bccfd16055e17fd2a3","202109","14","0","6a6d1ce674478f3a04705c7f","2026-07-31T22:08:38.622000","2026-07-31T22:08:38.622000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Δ","5","2026-07-31T22:08:01.982Z","6a6d07bccfd16055e17fd2a3","2023","5","0","6a6d1ce6673dedbabcab6196","2026-07-31T22:08:38.381000","2026-07-31T22:08:38.381000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Χ","10","2026-07-31T22:08:01.982Z","6a6d07bccfd16055e17fd2a3","2024","10","0","6a6d1ce61564152f9d754ab4","2026-07-31T22:08:38.179000","2026-07-31T22:08:38.179000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"'-","7","2026-07-31T22:08:01.982Z","6a6d07bccfd16055e17fd2a3","2019","7","0","6a6d1ce53179e5ecd6b0655b","2026-07-31T22:08:37.938000","2026-07-31T22:08:37.938000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"'-","6","2026-07-31T22:08:01.982Z","6a6d07bccfd16055e17fd2a3","2020","6","0","6a6d1ce5e0771beedb9a31a7","2026-07-31T22:08:37.714000","2026-07-31T22:08:37.714000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Δ","5","2026-07-31T22:08:01.982Z","6a6d07bccfd16055e17fd2a3","2024","5","0","6a6d1ce58b3161a87feaecd7","2026-07-31T22:08:37.500000","2026-07-31T22:08:37.500000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Χ","38","2026-07-31T22:08:01.982Z","6a6d07bccfd16055e17fd2a3","(Άγνωστο)","38","0","6a6d1ce5bd93d42a3b3aca85","2026-07-31T22:08:37.210000","2026-07-31T22:08:37.210000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Δ","3","2026-07-31T22:08:01.982Z","6a6d07bccfd16055e17fd2a3","2025","3","0","6a6d1ce40cede6239f09aac3","2026-07-31T22:08:36.967000","2026-07-31T22:08:36.967000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"(Κενό)","20","2026-07-31T22:08:01.982Z","6a6d07bccfd16055e17fd2a3","202409","20","0","6a6d1ce418a158bdddb71e9b","2026-07-31T22:08:36.768000","2026-07-31T22:08:36.768000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Σ","19","2026-07-31T22:08:01.982Z","6a6d07bccfd16055e17fd2a3","202509","19","0","6a6d1ce4835077d92a408cc7","2026-07-31T22:08:36.545000","2026-07-31T22:08:36.545000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Σ","22","2026-07-31T22:08:01.982Z","6a6d07bccfd16055e17fd2a3","202209","22","0","6a6d1ce4a3f517d5df91e05b","2026-07-31T22:08:36.320000","2026-07-31T22:08:36.320000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"(Κενό)","26","2026-07-31T22:08:01.982Z","6a6d07bccfd16055e17fd2a3","202209","26","0","6a6d1ce45daa9a540e38f104","2026-07-31T22:08:36.131000","2026-07-31T22:08:36.131000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Π","10","2026-07-31T22:08:01.982Z","6a6d07bccfd16055e17fd2a3","202109","10","0","6a6d1ce3558b3a0bc3f5d6f7","2026-07-31T22:08:35.938000","2026-07-31T22:08:35.938000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"'-","2","2026-07-31T22:08:01.982Z","6a6d07bccfd16055e17fd2a3","2016","2","0","6a6d1ce3beae3106e381c421","2026-07-31T22:08:35.744000","2026-07-31T22:08:35.744000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"'-","13","2026-07-31T22:08:01.982Z","6a6d07bccfd16055e17fd2a3","2021","13","0","6a6d1ce3ffa15df871abd467","2026-07-31T22:08:35.491000","2026-07-31T22:08:35.491000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Π","25","2026-07-31T22:08:01.982Z","6a6d07bccfd16055e17fd2a3","2022","25","0","6a6d1ce3e2f2e8b796fa8ec3","2026-07-31T22:08:35.271000","2026-07-31T22:08:35.271000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"'-","8","2026-07-31T22:08:01.982Z","6a6d07bccfd16055e17fd2a3","2025","8","0","6a6d1ce368cbf3526b43d038","2026-07-31T22:08:35.064000","2026-07-31T22:08:35.064000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Σ","37","2026-07-31T22:08:01.982Z","6a6d07bccfd16055e17fd2a3","2025","37","0","6a6d1ce22b827f8de0c1ccf3","2026-07-31T22:08:34.753000","2026-07-31T22:08:34.753000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Σ","20","2026-07-31T22:08:01.982Z","6a6d07bccfd16055e17fd2a3","2020","20","0","6a6d1ce21f0d0d59124c1b03","2026-07-31T22:08:34.560000","2026-07-31T22:08:34.560000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Σ","16","2026-07-31T22:08:01.982Z","6a6d07bccfd16055e17fd2a3","202409","16","0","6a6d1ce20db9913a8110ab5e","2026-07-31T22:08:34.363000","2026-07-31T22:08:34.363000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"(Κενό)","49","2026-07-31T22:08:01.982Z","6a6d07bccfd16055e17fd2a3","202109","49","0","6a6d1ce23102040a9f39e261","2026-07-31T22:08:34.168000","2026-07-31T22:08:34.168000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Χ","3","2026-07-31T22:08:01.982Z","6a6d07bccfd16055e17fd2a3","2019","3","0","6a6d1ce1154e8944aec40a75","2026-07-31T22:08:33.976000","2026-07-31T22:08:33.976000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Σ","172","2026-07-31T22:08:01.982Z","6a6d07bccfd16055e17fd2a3","(Άγνωστο)","172","0","6a6d1ce14457634e37b9da37","2026-07-31T22:08:33.680000","2026-07-31T22:08:33.680000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Ο","11","2026-07-31T22:08:01.982Z","6a6d07bccfd16055e17fd2a3","(Άγνωστο)","11","0","6a6d1ce1d49c561bcda4d67f","2026-07-31T22:08:33.399000","2026-07-31T22:08:33.399000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Σ","47","2026-07-31T22:08:01.982Z","6a6d07bccfd16055e17fd2a3","2024","47","0","6a6d1ce1ed8a42a5b2e4bd2a","2026-07-31T22:08:33.156000","2026-07-31T22:08:33.156000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Π","46","2026-07-31T22:08:01.982Z","6a6d07bccfd16055e17fd2a3","2024","46","0","6a6d1ce0ca66db9a6708806f","2026-07-31T22:08:32.879000","2026-07-31T22:08:32.879000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Δ","13","2026-07-31T22:08:01.982Z","6a6d07bccfd16055e17fd2a3","(Άγνωστο)","13","0","6a6d1ce0a6f85ac5907ed118","2026-07-31T22:08:32.668000","2026-07-31T22:08:32.668000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Π","93","2026-07-31T22:08:01.982Z","6a6d07bccfd16055e17fd2a3","(Άγνωστο)","93","0","6a6d1ce0a05431668ee7e94d","2026-07-31T22:08:32.463000","2026-07-31T22:08:32.463000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Π","44","2026-07-31T22:08:01.982Z","6a6d07bccfd16055e17fd2a3","2025","44","0","6a6d1ce0a58a591c3aacf0b2","2026-07-31T22:08:32.266000","2026-07-31T22:08:32.266000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Χ","14","2026-07-31T22:08:01.982Z","6a6d07bccfd16055e17fd2a3","202309","14","0","6a6d1ce01be31beaa93dc42b","2026-07-31T22:08:32.076000","2026-07-31T22:08:32.076000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"(Κενό)","41","2026-07-31T22:08:01.982Z","6a6d07bccfd16055e17fd2a3","202009","41","0","6a6d1cdf656cb6607372682a","2026-07-31T22:08:31.879000","2026-07-31T22:08:31.879000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"'-","14","2026-07-31T22:08:01.982Z","6a6d07bccfd16055e17fd2a3","202109","14","0","6a6d1cdfc625f4180d865e05","2026-07-31T22:08:31.673000","2026-07-31T22:08:31.673000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Π","11","2026-07-31T22:08:01.982Z","6a6d07bccfd16055e17fd2a3","202009","11","0","6a6d1cdf04713db8a09066be","2026-07-31T22:08:31.464000","2026-07-31T22:08:31.464000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Π","46","2026-07-31T22:08:01.982Z","6a6d07bccfd16055e17fd2a3","2023","46","0","6a6d1cdfa22645519816ae1b","2026-07-31T22:08:31.261000","2026-07-31T22:08:31.261000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Σ","40","2026-07-31T22:08:01.982Z","6a6d07bccfd16055e17fd2a3","2023","40","0","6a6d1cdf5dc48b3ce6769c23","2026-07-31T22:08:31.068000","2026-07-31T22:08:31.068000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
